,state,year,month,tavg,tmax,tmin,pcp,cdd,hdd,pdsi,phdi,pmdi,zndx,all_cause,natural_cause,septicemia_a40_a41,malignant_neoplasms_c00_c97,diabetes_mellitus_e10_e14,alzheimer_disease_g30,influenza_and_pneumonia_j09_j18,chronic_lower_respiratory,other_diseases_of_respiratory,nephritis_nephrotic_syndrome,symptoms_signs_and_abnormal,diseases_of_heart_i00_i09,cerebrovascular_diseases,covid_19_u071_multiple_cause_of_death,covid_19_u071_underlying_cause_of_death
454,Iowa,2021,11,39.2,49.6,28.8,0.0,0.0,777.0,-0.34,-0.95,-0.06,0.0,2907.0,2718.0,0.0,467.0,76.0,117.0,11.0,130.0,10.0,11.0,36.0,657.0,136.0,392.0,347.0
455,Iowa,2021,12,31.9,41.9,21.9,0.0,0.0,1019.0,-0.44,-0.99,-0.27,0.0,3173.0,2966.0,20.0,519.0,103.0,89.0,50.0,160.0,12.0,44.0,23.0,669.0,123.0,513.0,471.0
456,Iowa,2022,01,14.8,26.3,3.4,0.0,0.0,1569.0,-0.43,-0.93,-0.23,0.0,4122.0,3902.0,21.0,653.0,116.0,147.0,48.0,186.0,57.0,21.0,26.0,917.0,136.0,778.0,669.0
457,Iowa,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2944.0,2743.0,13.0,495.0,82.0,143.0,0.0,133.0,10.0,34.0,12.0,621.0,111.0,449.0,360.0
458,Iowa,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2550.0,2359.0,0.0,488.0,65.0,125.0,36.0,141.0,10.0,23.0,12.0,556.0,118.0,135.0,101.0
459,Iowa,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2961.0,2725.0,10.0,588.0,84.0,127.0,0.0,152.0,0.0,20.0,11.0,731.0,127.0,41.0,10.0
460,Iowa,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2369.0,2174.0,0.0,487.0,72.0,105.0,11.0,134.0,0.0,35.0,0.0,571.0,95.0,63.0,33.0
461,Iowa,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2490.0,2275.0,0.0,502.0,86.0,91.0,12.0,148.0,0.0,33.0,0.0,551.0,113.0,76.0,39.0
462,Iowa,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2953.0,2697.0,0.0,577.0,81.0,92.0,0.0,155.0,36.0,21.0,20.0,736.0,131.0,147.0,93.0
463,Iowa,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2468.0,2263.0,10.0,486.0,75.0,86.0,0.0,134.0,23.0,26.0,10.0,577.0,100.0,139.0,92.0
464,Iowa,2022,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2367.0,2189.0,0.0,445.0,74.0,95.0,0.0,112.0,28.0,10.0,0.0,562.0,91.0,116.0,78.0
465,Iowa,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2992.0,2835.0,11.0,615.0,101.0,135.0,11.0,143.0,48.0,30.0,0.0,676.0,121.0,120.0,91.0
466,Iowa,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1970.0,1929.0,0.0,390.0,57.0,98.0,0.0,110.0,28.0,0.0,0.0,496.0,104.0,68.0,29.0
467,Iowa,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468,Kansas,2020,01,0.0,44.8,23.1,1.33,0.0,960.0,4.22,0.0,4.22,1.49,2298.0,2100.0,12.0,410.0,69.0,60.0,80.0,168.0,22.0,34.0,10.0,501.0,97.0,0.0,0.0
469,Kansas,2020,02,0.0,46.7,23.0,1.29,0.0,831.0,4.25,0.0,4.25,1.39,2734.0,2521.0,0.0,524.0,80.0,96.0,91.0,177.0,50.0,54.0,31.0,582.0,124.0,0.0,0.0
470,Kansas,2020,03,0.0,59.7,36.2,2.06,13.0,518.0,3.95,0.0,3.95,0.42,2135.0,1966.0,11.0,351.0,78.0,76.0,85.0,130.0,35.0,0.0,11.0,475.0,109.0,0.0,0.0
471,Kansas,2020,04,0.0,67.5,37.8,1.37,6.0,352.0,3.2,0.0,2.73,-1.05,2162.0,1991.0,0.0,409.0,83.0,67.0,15.0,116.0,12.0,0.0,0.0,457.0,103.0,122.0,111.0
472,Kansas,2020,05,0.0,73.6,49.7,4.09,58.0,150.0,3.25,0.0,3.16,1.14,2589.0,2366.0,0.0,479.0,90.0,87.0,11.0,145.0,10.0,10.0,13.0,593.0,93.0,111.0,86.0
473,Kansas,2020,06,0.0,91.2,64.2,2.73,383.0,1.0,2.49,0.0,1.84,-1.28,2044.0,1820.0,0.0,366.0,97.0,75.0,0.0,101.0,0.0,24.0,0.0,429.0,92.0,55.0,50.0
474,Kansas,2020,07,0.0,90.7,67.7,6.32,448.0,0.0,3.4,0.0,3.4,3.51,2124.0,1915.0,0.0,419.0,88.0,69.0,0.0,119.0,11.0,25.0,10.0,426.0,85.0,87.0,76.0
475,Kansas,2020,08,0.0,89.1,63.6,1.68,351.0,8.0,-0.27,0.0,2.39,-0.82,2767.0,2510.0,24.0,495.0,94.0,94.0,0.0,144.0,12.0,36.0,10.0,561.0,119.0,208.0,187.0
476,Kansas,2020,09,0.0,79.8,52.8,1.65,130.0,73.0,-0.6,0.0,1.27,-1.07,2301.0,2090.0,11.0,408.0,69.0,66.0,10.0,124.0,10.0,39.0,0.0,468.0,85.0,203.0,183.0
477,Kansas,2020,10,0.0,66.0,39.3,1.09,6.0,366.0,-0.79,0.0,0.48,-0.76,3089.0,2859.0,0.0,548.0,109.0,79.0,11.0,152.0,12.0,41.0,22.0,550.0,141.0,459.0,430.0
478,Kansas,2020,11,0.0,62.2,33.9,1.31,0.0,486.0,-0.94,0.0,-0.16,-0.68,2994.0,2795.0,0.0,425.0,72.0,88.0,11.0,128.0,0.0,26.0,0.0,490.0,107.0,819.0,762.0
479,Kansas,2020,12,0.0,48.2,23.5,0.93,0.0,882.0,-0.93,0.0,-0.42,-0.25,3536.0,3349.0,0.0,432.0,95.0,92.0,10.0,124.0,0.0,31.0,22.0,536.0,116.0,1247.0,1144.0
480,Kansas,2021,01,0.0,44.4,23.6,1.38,0.0,940.0,-0.5,0.0,0.17,0.98,3753.0,3483.0,10.0,490.0,102.0,83.0,10.0,157.0,0.0,73.0,0.0,632.0,130.0,1080.0,972.0
481,Kansas,2021,02,0.0,34.8,13.3,0.22,0.0,1146.0,-0.8,0.0,-0.6,-1.06,2447.0,2239.0,11.0,387.0,66.0,79.0,24.0,119.0,13.0,29.0,0.0,506.0,96.0,303.0,249.0
482,Kansas,2021,03,0.0,60.6,35.6,4.04,15.0,497.0,0.74,0.0,0.73,2.22,2109.0,1907.0,0.0,382.0,59.0,56.0,13.0,96.0,0.0,24.0,0.0,435.0,110.0,113.0,86.0
483,Kansas,2021,04,0.0,65.7,39.2,1.51,7.0,350.0,0.37,0.0,0.06,-0.87,2054.0,1852.0,0.0,420.0,71.0,71.0,11.0,93.0,12.0,0.0,0.0,470.0,84.0,82.0,59.0
484,Kansas,2021,05,0.0,72.6,51.2,5.56,60.0,146.0,1.27,0.0,1.45,2.81,2574.0,2323.0,0.0,499.0,81.0,67.0,23.0,133.0,10.0,36.0,0.0,566.0,122.0,94.0,81.0
485,Kansas,2021,06,0.0,88.3,63.2,2.8,345.0,2.0,-0.32,0.0,0.54,-0.97,2073.0,1860.0,0.0,394.0,71.0,66.0,0.0,127.0,12.0,27.0,0.0,455.0,93.0,39.0,34.0
486,Kansas,2021,07,0.0,89.7,65.6,2.8,394.0,3.0,-0.26,0.0,0.44,0.09,2680.0,2397.0,0.0,506.0,63.0,40.0,0.0,142.0,0.0,0.0,0.0,578.0,111.0,141.0,128.0
487,Kansas,2021,08,0.0,91.9,66.2,2.53,444.0,1.0,-0.49,0.0,-0.2,-0.77,2428.0,2184.0,0.0,425.0,65.0,61.0,10.0,98.0,36.0,22.0,0.0,423.0,111.0,365.0,344.0
488,Kansas,2021,09,0.0,87.6,59.0,2.77,272.0,16.0,-0.68,0.0,-0.68,-0.73,2570.0,2341.0,0.0,429.0,84.0,62.0,16.0,101.0,22.0,12.0,0.0,494.0,91.0,448.0,414.0
489,Kansas,2021,10,0.0,72.6,45.5,3.05,39.0,187.0,-0.27,0.0,0.47,1.04,3046.0,2770.0,0.0,483.0,93.0,71.0,0.0,151.0,10.0,25.0,0.0,582.0,138.0,385.0,355.0
490,Kansas,2021,11,0.0,60.2,33.2,0.39,0.0,534.0,-0.8,0.0,-0.8,-1.68,2480.0,2250.0,0.0,411.0,74.0,58.0,11.0,111.0,0.0,27.0,0.0,492.0,103.0,314.0,281.0
491,Kansas,2021,12,0.0,56.1,26.1,0.2,1.0,695.0,-1.47,0.0,-1.47,-2.26,2767.0,2572.0,10.0,421.0,76.0,70.0,36.0,135.0,11.0,44.0,15.0,522.0,124.0,467.0,435.0
492,Kansas,2022,01,0.0,43.5,16.2,0.37,0.0,1080.0,-1.76,0.0,-1.76,-1.31,4125.0,3859.0,21.0,521.0,132.0,111.0,50.0,203.0,48.0,71.0,0.0,687.0,152.0,1018.0,916.0
493,Kansas,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2793.0,2579.0,11.0,396.0,79.0,67.0,12.0,137.0,12.0,57.0,0.0,506.0,118.0,556.0,483.0
494,Kansas,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2391.0,2152.0,10.0,401.0,75.0,53.0,20.0,124.0,21.0,61.0,0.0,522.0,100.0,165.0,121.0
495,Kansas,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2584.0,2340.0,0.0,469.0,81.0,76.0,0.0,155.0,13.0,63.0,12.0,542.0,105.0,46.0,28.0
496,Kansas,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2126.0,1905.0,0.0,392.0,57.0,67.0,0.0,120.0,10.0,11.0,10.0,481.0,94.0,37.0,20.0
497,Kansas,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2088.0,1879.0,0.0,382.0,67.0,45.0,0.0,117.0,10.0,51.0,11.0,463.0,93.0,48.0,37.0
498,Kansas,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2591.0,2376.0,11.0,504.0,89.0,75.0,0.0,124.0,12.0,22.0,57.0,523.0,116.0,98.0,73.0
499,Kansas,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2173.0,1991.0,10.0,403.0,77.0,73.0,11.0,107.0,0.0,32.0,68.0,440.0,88.0,117.0,82.0
500,Kansas,2022,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2165.0,1997.0,0.0,418.0,67.0,80.0,0.0,104.0,11.0,24.0,106.0,430.0,87.0,84.0,60.0
501,Kansas,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2716.0,2575.0,0.0,510.0,86.0,103.0,32.0,155.0,22.0,49.0,207.0,534.0,98.0,99.0,58.0
502,Kansas,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1948.0,1920.0,0.0,405.0,40.0,82.0,12.0,106.0,14.0,22.0,178.0,404.0,84.0,60.0,15.0
503,Kansas,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
504,Kentucky,2020,01,0.0,48.4,31.9,4.47,4.0,778.0,3.89,3.89,3.89,0.22,4136.0,3804.0,84.0,790.0,143.0,135.0,117.0,320.0,74.0,83.0,28.0,877.0,195.0,0.0,0.0
505,Kentucky,2020,02,0.0,48.8,30.5,6.42,0.0,719.0,4.37,4.37,4.37,2.65,4903.0,4458.0,72.0,1004.0,163.0,161.0,111.0,364.0,86.0,93.0,73.0,1044.0,188.0,0.0,0.0
506,Kentucky,2020,03,0.0,61.4,41.3,6.84,18.0,448.0,4.44,4.44,4.44,1.55,3913.0,3559.0,63.0,752.0,100.0,125.0,103.0,286.0,84.0,70.0,47.0,896.0,169.0,0.0,0.0
507,Kentucky,2020,04,0.0,64.8,40.8,4.95,1.0,373.0,4.43,4.43,4.43,1.34,4009.0,3642.0,87.0,736.0,123.0,131.0,73.0,290.0,68.0,67.0,41.0,820.0,146.0,226.0,220.0
508,Kentucky,2020,05,0.0,73.1,51.4,5.58,60.0,147.0,4.48,4.48,4.48,1.54,4984.0,4421.0,92.0,967.0,138.0,141.0,63.0,274.0,82.0,70.0,74.0,1028.0,199.0,256.0,243.0
509,Kentucky,2020,06,0.0,83.9,61.2,5.16,234.0,7.0,4.45,4.45,4.45,1.3,3823.0,3407.0,67.0,762.0,99.0,121.0,54.0,189.0,56.0,64.0,58.0,799.0,176.0,145.0,136.0
510,Kentucky,2020,07,0.0,89.2,68.2,5.22,426.0,0.0,4.23,4.23,4.23,0.69,3944.0,3498.0,66.0,739.0,89.0,119.0,38.0,220.0,53.0,73.0,55.0,865.0,173.0,159.0,135.0
511,Kentucky,2020,08,0.0,84.4,65.2,5.14,306.0,0.0,4.54,4.54,4.54,2.24,5138.0,4604.0,99.0,948.0,148.0,157.0,51.0,297.0,80.0,84.0,51.0,1067.0,228.0,314.0,282.0
512,Kentucky,2020,09,0.0,78.8,57.8,3.98,138.0,42.0,4.48,4.48,4.48,1.22,4161.0,3766.0,73.0,783.0,132.0,110.0,65.0,243.0,65.0,77.0,56.0,823.0,167.0,291.0,256.0
513,Kentucky,2020,10,0.0,68.7,46.8,4.63,21.0,246.0,5.06,5.06,5.06,3.13,5511.0,4979.0,90.0,1046.0,154.0,167.0,41.0,274.0,70.0,68.0,88.0,1139.0,198.0,536.0,473.0
514,Kentucky,2020,11,0.0,62.4,37.4,2.23,0.0,455.0,4.34,4.34,4.06,-0.6,4989.0,4588.0,70.0,786.0,116.0,144.0,46.0,241.0,58.0,91.0,61.0,944.0,182.0,952.0,847.0
515,Kentucky,2020,12,0.0,46.9,27.7,3.49,0.0,861.0,3.89,3.89,3.55,0.0,5634.0,5192.0,87.0,833.0,139.0,163.0,57.0,251.0,67.0,77.0,60.0,934.0,211.0,1476.0,1328.0
516,Kentucky,2021,01,0.0,43.2,28.2,4.12,0.0,914.0,3.53,3.53,3.18,0.12,6687.0,6158.0,106.0,1020.0,199.0,185.0,81.0,292.0,71.0,101.0,68.0,1145.0,245.0,1593.0,1385.0
517,Kentucky,2021,02,0.0,40.4,24.1,4.51,0.0,924.0,3.51,3.51,3.49,1.03,4600.0,4185.0,71.0,786.0,139.0,113.0,43.0,222.0,70.0,79.0,58.0,929.0,158.0,764.0,649.0
518,Kentucky,2021,03,0.0,63.0,37.9,6.78,15.0,475.0,3.68,3.68,3.68,1.6,4269.0,3838.0,76.0,828.0,149.0,121.0,51.0,231.0,52.0,93.0,42.0,861.0,193.0,374.0,291.0
519,Kentucky,2021,04,0.0,66.9,42.0,3.08,4.0,326.0,2.95,2.95,2.48,-1.05,4142.0,3661.0,63.0,795.0,123.0,113.0,42.0,256.0,59.0,87.0,0.0,829.0,177.0,232.0,173.0
520,Kentucky,2021,05,0.0,74.4,50.5,3.57,61.0,144.0,2.49,2.49,1.78,-0.48,5041.0,4509.0,70.0,975.0,159.0,154.0,58.0,329.0,85.0,107.0,47.0,1046.0,204.0,250.0,185.0
521,Kentucky,2021,06,0.0,84.0,62.8,5.02,257.0,4.0,2.57,2.57,2.2,1.01,4086.0,3629.0,67.0,808.0,113.0,112.0,53.0,238.0,80.0,89.0,27.0,880.0,164.0,150.0,119.0
522,Kentucky,2021,07,0.0,85.8,65.8,6.2,333.0,0.0,3.09,3.09,3.09,2.36,5037.0,4518.0,83.0,946.0,147.0,139.0,45.0,323.0,88.0,104.0,40.0,1093.0,235.0,224.0,182.0
523,Kentucky,2021,08,0.0,86.6,66.7,5.28,362.0,0.0,3.54,3.54,3.54,2.31,4659.0,4210.0,71.0,762.0,123.0,114.0,54.0,247.0,65.0,90.0,45.0,901.0,185.0,735.0,670.0
524,Kentucky,2021,09,0.0,79.8,57.9,4.23,151.0,36.0,3.69,3.69,3.69,1.55,5677.0,5219.0,71.0,831.0,155.0,133.0,46.0,230.0,83.0,108.0,47.0,885.0,171.0,1633.0,1534.0
525,Kentucky,2021,10,0.0,72.6,52.2,4.38,62.0,145.0,4.15,4.15,4.15,2.52,6335.0,5767.0,105.0,948.0,163.0,150.0,82.0,321.0,76.0,113.0,60.0,1107.0,247.0,1485.0,1330.0
526,Kentucky,2021,11,0.0,55.6,31.2,1.98,0.0,652.0,3.61,3.61,3.42,-0.34,4672.0,4249.0,79.0,796.0,142.0,123.0,50.0,263.0,72.0,103.0,66.0,944.0,185.0,526.0,455.0
527,Kentucky,2021,12,0.0,58.9,36.3,4.24,10.0,553.0,3.26,3.26,3.04,0.06,5032.0,4555.0,78.0,787.0,132.0,124.0,81.0,267.0,71.0,81.0,74.0,992.0,192.0,769.0,695.0
528,Kentucky,2022,01,0.0,41.2,21.4,5.3,0.0,1055.0,3.36,3.36,3.36,1.3,6947.0,6453.0,126.0,1081.0,198.0,180.0,82.0,388.0,90.0,137.0,52.0,1238.0,251.0,1555.0,1342.0
529,Kentucky,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5307.0,4910.0,70.0,768.0,141.0,143.0,56.0,238.0,81.0,100.0,64.0,996.0,199.0,1356.0,1118.0
530,Kentucky,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4401.0,3981.0,91.0,785.0,127.0,112.0,57.0,245.0,66.0,96.0,46.0,863.0,161.0,546.0,388.0
531,Kentucky,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5112.0,4630.0,92.0,963.0,153.0,136.0,70.0,313.0,71.0,124.0,64.0,1160.0,213.0,246.0,144.0
532,Kentucky,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3861.0,3468.0,68.0,757.0,98.0,103.0,53.0,232.0,64.0,91.0,49.0,856.0,169.0,150.0,76.0
533,Kentucky,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4037.0,3587.0,89.0,781.0,118.0,115.0,56.0,232.0,76.0,99.0,49.0,822.0,189.0,204.0,127.0
534,Kentucky,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5019.0,4440.0,73.0,961.0,151.0,135.0,48.0,283.0,103.0,108.0,43.0,1053.0,176.0,345.0,218.0
535,Kentucky,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4054.0,3646.0,79.0,819.0,120.0,103.0,46.0,222.0,71.0,77.0,44.0,831.0,154.0,325.0,203.0
536,Kentucky,2022,09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850.0,3468.0,69.0,756.0,101.0,99.0,25.0,229.0,51.0,92.0,48.0,817.0,174.0,318.0,177.0
537,Kentucky,2022,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4802.0,4397.0,85.0,987.0,143.0,136.0,39.0,282.0,78.0,122.0,51.0,981.0,211.0,280.0,161.0
538,Kentucky,2022,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2665.0,2629.0,59.0,605.0,92.0,93.0,40.0,178.0,37.0,63.0,25.0,572.0,122.0,170.0,95.0
539,Kentucky,2022,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
540,Louisiana,2020,01,0.0,62.7,44.6,7.54,0.0,0.0,1.59,1.59,0.69,1.74,3824.0,3458.0,85.0,696.0,124.0,185.0,90.0,212.0,83.0,81.0,62.0,964.0,211.0,0.0,0.0
541,Louisiana,2020,02,0.0,63.7,44.4,5.83,0.0,0.0,1.69,1.69,1.05,0.78,4827.0,4403.0,110.0,902.0,181.0,209.0,102.0,258.0,132.0,105.0,80.0,1224.0,239.0,0.0,0.0
542,Louisiana,2020,03,0.0,76.4,58.2,3.85,0.0,0.0,0.81,0.81,-0.59,-2.11,4146.0,3775.0,94.0,689.0,158.0,186.0,86.0,223.0,110.0,89.0,66.0,953.0,171.0,234.0,221.0
543,Louisiana,2020,04,0.0,77.2,56.1,6.34,0.0,0.0,1.15,1.15,0.22,1.26,5527.0,5125.0,76.0,697.0,174.0,221.0,87.0,205.0,104.0,90.0,39.0,994.0,212.0,1584.0,1503.0
544,Louisiana,2020,05,0.0,82.8,63.2,5.67,0.0,0.0,1.21,1.21,0.45,0.54,5511.0,4989.0,83.0,850.0,169.0,217.0,47.0,222.0,101.0,95.0,39.0,1153.0,240.0,935.0,858.0
545,Louisiana,2020,06,0.0,88.9,70.5,5.33,0.0,0.0,1.35,1.35,0.75,0.79,3969.0,3536.0,80.0,710.0,116.0,172.0,15.0,169.0,78.0,70.0,58.0,858.0,200.0,337.0,314.0
546,Louisiana,2020,07,0.0,91.0,74.6,6.96,0.0,0.0,1.69,1.69,1.44,1.46,4411.0,3972.0,81.0,674.0,140.0,174.0,54.0,173.0,79.0,89.0,60.0,949.0,196.0,594.0,539.0
547,Louisiana,2020,08,0.0,92.2,72.3,6.3,0.0,0.0,2.24,2.24,2.24,2.17,5859.0,5301.0,107.0,906.0,199.0,242.0,61.0,200.0,115.0,115.0,69.0,1129.0,246.0,1059.0,970.0
548,Louisiana,2020,09,0.0,86.1,69.1,4.24,0.0,0.0,2.23,2.23,2.23,0.66,4168.0,3718.0,92.0,709.0,149.0,191.0,51.0,158.0,75.0,79.0,27.0,876.0,211.0,412.0,367.0
549,Louisiana,2020,10,0.0,78.9,57.5,6.1,0.0,0.0,2.84,2.84,2.84,2.52,5030.0,4461.0,115.0,860.0,134.0,243.0,37.0,207.0,107.0,95.0,39.0,1095.0,265.0,386.0,336.0
550,Louisiana,2020,11,0.0,73.5,50.3,3.57,0.0,0.0,2.36,2.36,2.07,-0.56,4260.0,3814.0,106.0,722.0,135.0,173.0,21.0,160.0,81.0,81.0,22.0,963.0,187.0,438.0,399.0
551,Louisiana,2020,12,0.0,61.9,39.9,5.23,0.0,0.0,2.11,2.11,1.74,-0.03,4788.0,4336.0,94.0,721.0,164.0,211.0,58.0,170.0,71.0,80.0,40.0,992.0,204.0,892.0,817.0
552,Louisiana,2021,01,0.0,60.0,41.2,3.52,0.0,0.0,1.43,1.43,0.44,-1.38,6682.0,6064.0,109.0,930.0,229.0,238.0,69.0,223.0,99.0,121.0,70.0,1362.0,275.0,1494.0,1373.0
553,Louisiana,2021,02,0.0,57.3,38.2,4.23,0.0,0.0,1.21,1.21,0.13,-0.22,4639.0,4181.0,84.0,684.0,155.0,163.0,43.0,176.0,86.0,90.0,45.0,1034.0,236.0,645.0,592.0
554,Louisiana,2021,03,0.0,73.0,51.5,5.33,0.0,0.0,1.05,1.05,-0.06,-0.1,4166.0,3661.0,92.0,668.0,147.0,171.0,45.0,166.0,72.0,89.0,42.0,927.0,239.0,309.0,279.0
555,Louisiana,2021,04,0.0,75.3,54.5,8.57,0.0,0.0,1.98,1.98,1.95,3.12,3941.0,3460.0,75.0,724.0,141.0,155.0,37.0,161.0,75.0,75.0,43.0,937.0,233.0,175.0,148.0
556,Louisiana,2021,05,0.0,80.9,63.7,11.38,0.0,0.0,3.59,3.59,3.59,5.44,4802.0,4187.0,89.0,863.0,161.0,169.0,37.0,187.0,103.0,117.0,35.0,1113.0,254.0,199.0,181.0
557,Louisiana,2021,06,0.0,88.8,72.0,6.75,0.0,0.0,3.82,3.82,3.82,1.79,3962.0,3467.0,71.0,727.0,165.0,146.0,47.0,168.0,85.0,91.0,10.0,944.0,199.0,128.0,111.0
558,Louisiana,2021,07,0.0,90.5,73.2,6.79,0.0,0.0,3.99,3.99,3.99,1.68,5246.0,4570.0,105.0,887.0,171.0,189.0,57.0,200.0,113.0,96.0,36.0,1205.0,271.0,364.0,334.0
559,Louisiana,2021,08,0.0,91.9,73.5,6.19,0.0,0.0,4.32,4.32,4.32,2.24,5542.0,5042.0,74.0,712.0,179.0,185.0,65.0,160.0,90.0,70.0,56.0,1000.0,186.0,1615.0,1513.0
560,Louisiana,2021,09,0.0,86.6,67.3,6.91,0.0,0.0,5.02,5.02,5.02,3.41,5236.0,4730.0,97.0,708.0,148.0,173.0,61.0,155.0,76.0,87.0,12.0,1037.0,201.0,1276.0,1202.0
561,Louisiana,2021,10,0.0,82.2,61.1,2.56,0.0,0.0,-0.12,4.37,4.18,-0.37,5254.0,4669.0,111.0,891.0,184.0,194.0,31.0,193.0,111.0,95.0,52.0,1105.0,250.0,534.0,490.0
562,Louisiana,2021,11,0.0,68.6,44.0,1.33,0.0,0.0,-0.78,3.25,2.24,-2.02,4039.0,3552.0,89.0,717.0,140.0,158.0,35.0,182.0,78.0,88.0,39.0,901.0,219.0,174.0,147.0
563,Louisiana,2021,12,0.0,71.9,52.9,2.72,0.0,0.0,-1.83,1.79,-0.47,-3.37,4022.0,3551.0,78.0,671.0,127.0,152.0,45.0,183.0,99.0,80.0,62.0,1002.0,177.0,148.0,129.0
564,Louisiana,2022,01,0.0,60.7,35.6,2.5,0.0,0.0,-2.34,0.91,-1.97,-2.09,6181.0,5534.0,112.0,817.0,190.0,261.0,77.0,238.0,103.0,136.0,53.0,1390.0,316.0,921.0,758.0
565,Louisiana,2022,02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4894.0,4414.0,71.0,714.0,165.0,191.0,41.0,184.0,89.0,108.0,51.0,1046.0,237.0,820.0,693.0
566,Louisiana,2022,03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4061.0,3549.0,89.0,661.0,132.0,163.0,45.0,172.0,80.0,75.0,21.0,1002.0,208.0,254.0,198.0
567,Louisiana,2022,04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4585.0,3982.0,118.0,843.0,133.0,160.0,14.0,195.0,100.0,101.0,36.0,1117.0,241.0,112.0,57.0
568,Louisiana,2022,05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3721.0,3237.0,84.0,708.0,117.0,143.0,34.0,145.0,63.0,68.0,29.0,855.0,226.0,42.0,10.0
569,Louisiana,2022,06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3675.0,3214.0,84.0,679.0,125.0,132.0,35.0,165.0,70.0,71.0,24.0,896.0,178.0,61.0,12.0
570,Louisiana,2022,07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4738.0,4208.0,94.0,852.0,151.0,187.0,46.0,208.0,94.0,108.0,45.0,1148.0,228.0,236.0,165.0
571,Louisiana,2022,08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3716.0,3326.0,85.0,684.0,117.0,169.0,14.0,165.0,70.0,76.0,11.0,880.0,188.0,196.0,140.0
